folio,texto,fecha_presentacion,score_presentacion,agenda_presentacion_id,punto_presentacion_id,num_ramas_nivel1,via,expediente_id,punto_destino_id,tipo_evento_real,fecha_real_destino,fecha_evento_excel,status_destino,cierre_encontrado,fecha_cierre_real,fecha_aprobacion_excel,estado_excel,confianza
19,"Iniciativa con Proyecto de Decreto por el que se adicionan d",2024-10-08,0.659,7,50,3,directo,,2018,Comisión,2024-12-11,2024-12-11,1,no,,2024-12-19,Aprobada,alta
21,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-08,0.592,7,52,63,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
22,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-08,0.592,7,52,63,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
23,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-08,0.592,7,52,63,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
24,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-08,0.592,7,52,63,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
25,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-08,0.592,7,52,63,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
26,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-08,0.592,7,52,63,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
27,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-08,0.592,7,52,63,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
28,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-08,0.592,7,52,63,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
29,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-08,0.592,7,52,63,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
30,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-08,0.592,7,52,63,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
31,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-08,0.592,7,52,63,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
32,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-08,0.592,7,52,63,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
33,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-08,0.592,7,52,63,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
34,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-08,0.592,7,52,63,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
35,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-08,0.592,7,52,63,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
36,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-08,0.592,7,52,63,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
37,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-08,0.592,7,52,63,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
38,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-08,0.592,7,52,63,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
39,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-08,0.592,7,52,63,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
40,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-08,0.592,7,52,63,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
41,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-08,0.592,7,52,63,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
42,"Iniciativa de Decreto para designar Representante Propietari",2024-10-22,0.811,12,71,0,,,,,,,,no,,2024-10-22,Aprobada,media
43,"Iniciativa de Decreto para designar un Representante Propiet",2024-10-22,0.777,12,72,0,,,,,,,,no,,2024-10-22,Aprobada,media
44,"Iniciativa de Decreto para designar representantes de la Leg",2024-10-22,0.685,12,73,0,,,,,,,,no,,2024-10-22,Aprobada,media
45,"Iniciativa de Decreto por que el se reforman y adicionan div",2024-10-22,,,,,,,,,,,,,,2024-11-12,Aprobada,sin_match
46,"Iniciativa con Proyecto de Decreto por el cual se reforman y",2024-10-22,,,,,,,,,,,,,,2026-04-22,Aprobada,sin_match
47,"Iniciativa de Decreto por el que se declara 2025 “Año de Ifi",2024-10-22,0.651,12,76,0,,,,,,,,no,,,En estudio,media
48,"Iniciativa con Proyecto de Decreto por el que se reforma la ",2024-10-22,,,,,,,,,,,,,,2025-04-02,Aprobada,sin_match
49,"Iniciativa con Proyecto de Decreto por el que se derogan, re",2024-10-22,,,,,,,,,,,,,,2025-02-12,Aprobada,sin_match
52,"Iniciativa con Proyecto de Decreto por el que se adiciona un",2024-10-22,,,,,,,,,,,,,,,En estudio,sin_match
53,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
54,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
55,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
56,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
57,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
58,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
59,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
60,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
61,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
62,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
63,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
64,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
65,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
66,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
67,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
68,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
69,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
70,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
71,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
72,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
73,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
74,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
75,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
76,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
77,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
78,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
79,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
80,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
81,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
82,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
83,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
84,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
85,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
86,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
87,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
88,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
89,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
90,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
91,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
92,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
93,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
94,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
95,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
96,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
97,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
98,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
99,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
100,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
101,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
102,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
103,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
104,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
105,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
106,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
107,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
108,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
109,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
110,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
111,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
112,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
113,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
114,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
115,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
116,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
117,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
118,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
119,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
120,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
121,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
122,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
123,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
124,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
125,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
126,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
127,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
128,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
129,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
130,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
131,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
132,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
133,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
134,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
135,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
136,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
137,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
138,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
139,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
140,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
141,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
142,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
143,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
144,"Tablas de Valores Unitarios de Suelo y Construcciones para e",2024-10-22,0.595,12,83,276,expediente,121,1736,Comisión,2024-10-30,2024-10-30,1,no,,2024-11-12,Aprobada,alta
145,"Iniciativa de Decreto por el cual se reforman, adicionan y d",2024-10-22,1.000,12,2686,0,,,,,,,,no,,,En estudio,media
146,"Iniciativa con Proyecto de Decreto por la que se reforman di",2024-10-22,1.000,12,2687,0,,,,,,,,no,,,En estudio,media
147,"Iniciativa con Proyecto de Decreto por la que se reforman la",2024-10-22,1.000,12,2688,0,,,,,,,,no,,,En estudio,media
148,"Iniciativa con Proyecto de Decreto por la que se reforman el",2024-10-22,1.000,12,3216,1,directo,,2141,Comisión,2025-04-10,2025-04-10,1,no,,2025-04-30,Aprobada,alta
149,"Iniciativa con Proyecto de Decreto por el que se reforman lo",2024-10-22,1.000,12,2689,0,,,,,,,,no,,,En estudio,media
150,"Iniciativa con Proyecto de Decreto por el que se reforma el ",2024-10-22,1.000,12,3217,0,,,,,,,,no,,,En estudio,media
151,"Iniciativa con proyecto de Decreto por el que se crea la Ley",2024-10-22,1.000,12,2691,0,,,,,,,,no,,,En estudio,media
152,"Iniciativa con Proyecto de Decreto por el que se adiciona el",2024-10-22,1.000,12,2692,0,,,,,,,,no,,,En estudio,media
153,"Iniciativa de reforma a la Ley de Transparencia y Acceso a l",2024-10-22,1.000,12,2693,0,,,,,,,,no,,,En estudio,media
154,"Iniciativa con Proyecto de Decreto por el que se reforma la ",2024-10-22,1.000,12,2694,0,,,,,,,,no,,,En estudio,media
155,"Iniciativa con Proyecto de Decreto por el que se reforman, a",2024-10-22,1.000,12,2695,1,expediente,128,3125,Comisión,2026-04-21,2026-04-08,2,no,,2026-04-22,Aprobada,baja
156,"Iniciativa con Proyecto de Decreto mediante el cual se decla",2024-10-22,1.000,12,2863,1,directo,,2126,Comisión,2025-04-01,2025-04-01,2,no,,2025-04-02,Aprobada,alta
157,"Iniciativa con Proyecto de Decreto por el que se reforman, a",2024-10-22,1.000,12,2696,0,,,,,,,,no,,,En estudio,media
158,"Iniciativa con Proyecto de Decreto por el que se reforman di",2024-10-22,1.000,12,2697,0,,,,,,2025-05-12,,no,,,En estudio,media
159,"Iniciativa con Proyecto de Decreto por el que se reforman y ",2024-10-22,1.000,12,2698,0,,,,,,,,no,,,En estudio,media
160,"Iniciativa con Proyecto de Decreto por el que se reforman y ",2024-10-22,,,,,,,,,,,,,,,En estudio,sin_match
162,"Iniciativa con Proyecto de Decreto por el que se reforman y ",2024-10-22,,,,,,,,,,,,,,,En estudio,sin_match
163,"Iniciativa con Proyecto de Decreto por el que se declara el ",2024-10-22,1.000,12,2702,1,directo,,2498,Comisión,2026-02-17,2026-02-17,2,no,,2026-02-25,Aprobada,alta
164,"Iniciativa con Proyecto de Decreto por el que se reforma la ",2024-10-22,1.000,12,2703,0,,,,,,,,no,,,En estudio,media
165,"Iniciativa con Proyecto de Decreto por el que se reforma la ",2024-10-22,1.000,12,2704,0,,,,,,,,no,,,En estudio,media
166,"Iniciativa con Proyecto de Decreto por el que se reforma el ",2024-10-22,1.000,12,2705,0,,,,,,,,no,,,En estudio,media
167,"Iniciativa con Proyecto de Decreto por el que se reforma la ",2024-10-22,1.000,12,2706,1,expediente,128,3125,Comisión,2026-04-21,2026-04-21,2,no,,2026-04-22,Aprobada,alta
168,"Iniciativa con Proyecto de Decreto por el que se adiciona un",2024-10-22,1.000,12,2707,0,,,,,,,,no,,,En estudio,media
169,"Iniciativa con Proyecto de Decreto por el que se reforma la ",2024-10-22,1.000,12,2708,0,,,,,,,,no,,,En estudio,media
170,"Iniciativa con Proyecto de Decreto por el que se reforma el ",2024-10-22,1.000,12,2709,0,,,,,,,,no,,,En estudio,media
171,"Iniciativa con proyecto de Decreto por el que se adiciona un",2024-10-22,1.000,12,2710,0,,,,,,,,no,,,En estudio,media
172,"Iniciativa con Proyecto de Decreto por el que se reforman di",2024-10-22,1.000,12,2711,0,,,,,,,,no,,,En estudio,media
174,"Iniciativa con Proyecto de Decreto por el que se adiciona al",2024-10-22,1.000,12,2713,0,,,,,,,,no,,,En estudio,media
175,"Iniciativa de Decreto por el que crea la Ley del Mezcal Mexi",2024-10-22,1.000,12,2714,0,,,,,,,,no,,,En estudio,media
176,"Iniciativa de Decreto por el que se declara el 8 de agosto d",2024-10-22,1.000,12,2715,0,,,,,,,,no,,,Precluida,media
177,"Iniciativa con Proyecto de Decreto por el que se reforman la",2024-10-22,1.000,12,2716,0,,,,,,,,no,,,Precluida,media
178,"Iniciativa con Proyecto de Decreto por el que se reforman y ",2024-10-22,1.000,12,2717,0,,,,,,,,no,,,Precluida,media
