folio,texto,fecha_presentacion,score_presentacion,agenda_presentacion_id,punto_presentacion_id,num_ramas_nivel1,via,expediente_id,punto_destino_id,tipo_evento_real,fecha_real_destino,fecha_evento_excel,status_destino,cierre_encontrado,fecha_cierre_real,fecha_aprobacion_excel,estado_excel,confianza
179,"Iniciativa de Decreto por el que se reforman y adicionan div",2024-10-22,1.000,12,2718,0,,,,,,,,no,,,En estudio,media
180,"Iniciativa con proyecto de decreto, mediante el cual se refo",2024-10-22,1.000,12,2719,0,,,,,,,,no,,,Precluida,media
181,"Iniciativa con proyecto de decreto por el que se modifica el",2024-10-22,1.000,12,2720,0,,,,,,,,no,,,En estudio,media
183,"Iniciativa por la que se adiciona un párrafo al artículo 30 ",2024-10-22,1.000,12,2722,0,,,,,,,,no,,,En estudio,media
184,"Iniciativa con Proyecto de Decreto mediante la cual se refor",2024-10-22,1.000,12,2723,0,,,,,,,,no,,,En estudio,media
185,"Iniciativa con Proyecto de Decreto por el que se reforman y ",2024-10-22,1.000,12,2724,0,,,,,,2026-03-05,,no,,,En estudio,media
186,"Iniciativa con Proyecto de Decreto por el que se reforma y a",2024-10-22,1.000,12,2725,0,,,,,,,,no,,,En estudio,media
187,"Iniciativa con Proyecto de Decreto por el que se adicionan d",2024-10-22,1.000,12,2726,0,,,,,,,,no,,,En estudio,media
188,"Iniciativa con Proyecto de Decreto por el que se reforman y ",2024-10-22,1.000,12,2727,0,,,,,,,,no,,,En estudio,media
189,"Iniciativa con Proyecto de Decreto por el que se reforman lo",2024-10-22,1.000,12,2728,0,,,,,,,,no,,,En estudio,media
190,"Iniciativa con Proyecto de Decreto por el que se reforman la",2024-10-22,1.000,12,2729,0,,,,,,,,no,,,En estudio,media
191,"Iniciativa con proyecto de decreto por el que se deroga el C",2024-10-22,1.000,12,3220,1,directo,,2070,Comisión,2025-02-05,2025-02-05,2,no,,2025-02-06,Aprobada,alta
192,"Iniciativa con Proyecto de Decreto por la que se reforma el ",2024-10-22,1.000,12,2730,0,,,,,,,,no,,,Precluida,media
193,"Iniciativa con Proyecto de Decreto por la que se expide la L",2024-10-22,1.000,12,2731,0,,,,,,,,no,,,Precluida,media
194,"Iniciativa con Proyecto de Decreto por el que se reforman di",2024-10-22,1.000,12,2732,0,,,,,,,,no,,,Precluida,media
195,"Iniciativa con Proyecto de Decreto por el cual se adiciona u",2024-10-22,1.000,12,2733,0,,,,,,,,no,,,Precluida,media
196,"Iniciativa con proyecto de decreto por el cual se reforma la",2024-10-22,1.000,12,2734,0,,,,,,,,no,,,Precluida,media
197,"Iniciativa con Proyecto de Decreto, por el que se reforma el",2024-10-22,1.000,12,2735,0,,,,,,,,no,,,Precluida,media
198,"Iniciativa con Proyecto de Decreto por el que se reforma el ",2024-10-22,1.000,12,2736,0,,,,,,,,no,,,Precluida,media
199,"Iniciativa con proyecto de decreto por la que se adicionan e",2024-10-22,1.000,12,2737,0,,,,,,,,no,,,Precluida,media
200,"Iniciativa con Proyecto de Decreto por la cual se reforman l",2024-10-22,1.000,12,2738,0,,,,,,,,no,,,En estudio,media
201,"Iniciativa con Proyecto de Decreto por la que se adicionan l",2024-10-22,1.000,12,2739,0,,,,,,,,no,,,Precluida,media
202,"Iniciativa con Proyecto de Decreto por el que se adiciona un",2024-10-22,1.000,12,2740,0,,,,,,,,no,,,Precluida,media
203,"Iniciativa con Proyecto de Decreto por el cual se reforma la",2024-10-22,1.000,12,2741,0,,,,,,,,no,,,En estudio,media
204,"Iniciativa con Proyecto de Decreto por la que se adiciona la",2024-10-22,1.000,12,2742,0,,,,,,,,no,,,Precluida,media
205,"Iniciativa con Proyecto de Decreto por el que se reforma el ",2024-10-22,1.000,12,2743,0,,,,,,,,no,,,Precluida,media
206,"Iniciativa con Proyecto de Decreto por el que se reforma la ",2024-10-22,1.000,12,2744,0,,,,,,,,no,,,Precluida,media
207,"Iniciativa con Proyecto de Decreto por el que se reforman di",2024-10-22,1.000,12,2745,0,,,,,,,,no,,,Precluida,media
208,"Iniciativa con Proyecto de Decreto por el que se reforman di",2024-10-22,1.000,12,2746,0,,,,,,,,no,,,Precluida,media
209,"Iniciativa con Proyecto de Decreto por el que se reforma el ",2024-10-22,1.000,12,2747,0,,,,,,,,no,,,Precluida,media
211,"Iniciativa con Proyecto de Decreto por el que se adiciona un",2024-10-22,1.000,12,2749,0,,,,,,,,no,,,Precluida,media
212,"Iniciativa con Proyecto de Decreto por el que se adiciona el",2024-10-22,1.000,12,2750,0,,,,,,,,no,,,Precluida,media
213,"Iniciativa con Proyecto de Decreto por el que se crea la Ley",2024-10-22,1.000,12,2751,0,,,,,,,,no,,,Precluida,media
214,"Iniciativa con Proyecto de Decreto por el que se reforma la ",2024-10-22,1.000,12,2752,0,,,,,,,,no,,,Precluida,media
215,"Iniciativa con Proyecto de Decreto por el que se adicionan l",2024-10-22,1.000,12,3218,2,expediente,127,2037,Comisión,2024-12-17,2024-12-11,2,no,,2024-12-19,Aprobada,media
216,"Iniciativa con Proyecto de Decreto por el que se reforman di",2024-10-22,1.000,12,2754,0,,,,,,,,no,,,Precluida,media
217,"Iniciativa con Proyecto de Decreto que el que se reforma el ",2024-10-22,1.000,12,2755,0,,,,,,,,no,,,Precluida,media
218,"Iniciativa con Proyecto de Decreto por el que se adicionan d",2024-10-22,1.000,12,2756,0,,,,,,,,no,,,En estudio,media
219,"Iniciativa con Proyecto de Decreto por el que se reforma el ",2024-10-22,,,,,,,,,,,,,,,Precluida,sin_match
220,"Iniciativa con Proyecto de Decreto por el que se reforman lo",2024-10-22,1.000,12,2758,0,,,,,,,,no,,,Precluida,media
221,"Iniciativa con Proyecto de Decreto por el que se adiciona un",2024-10-22,1.000,12,2759,0,,,,,,,,no,,,Precluida,media
222,"Iniciativa con Proyecto de Decreto por el que se agrega la f",2024-10-22,1.000,12,2760,0,,,,,,,,no,,,Precluida,media
223,"Iniciativa con Proyecto de Decreto por el que se agrega la f",2024-10-22,1.000,12,2761,0,,,,,,,,no,,,En estudio,media
224,"Iniciativa con Proyecto de Decreto por el que se modifica el",2024-10-22,1.000,12,2762,0,,,,,,,,no,,,Precluida,media
225,"Iniciativa con Proyecto de Decreto por el que se crea la Ley",2024-10-22,1.000,12,2763,0,,,,,,,,no,,,En estudio,media
226,"Iniciativa con Proyecto de Decreto por el que se reforman di",2024-10-22,1.000,12,2764,0,,,,,,,,no,,,Precluida,media
227,"Iniciativa con Proyecto de Decreto por el que se reforma el ",2024-10-22,1.000,12,2765,0,,,,,,,,no,,,Precluida,media
228,"Iniciativa con Proyecto de Decreto por el que se reforma el ",2024-10-22,1.000,12,2766,0,,,,,,,,no,,,Precluida,media
229,"Iniciativa con Proyecto de Decreto por el que se reforman lo",2024-10-22,1.000,12,2767,0,,,,,,,,no,,,Precluida,media
230,"Iniciativa con Proyecto de Decreto por el que se reforman di",2024-10-22,1.000,12,2768,0,,,,,,,,no,,,Precluida,media
231,"Iniciativa con Proyecto de Decreto por el que se reforma la ",2024-10-22,1.000,12,2769,0,,,,,,,,no,,,Precluida,media
232,"Iniciativa con Proyecto de Decreto por el que se adiciona la",2024-10-22,1.000,12,2770,0,,,,,,,,no,,,Precluida,media
233,"Iniciativa con Proyecto de Decreto por el que se adiciona un",2024-10-22,1.000,12,2771,2,directo,,3025,Comisión,2026-04-08,2026-04-08,1,no,,2026-04-22,Aprobada,alta
234,"Iniciativa con Proyecto de Decreto por el que se reforman y ",2024-10-22,1.000,12,2772,0,,,,,,,,no,,,Precluida,media
235,"Iniciativa con Proyecto de Decreto por el que se reforma el ",2024-10-22,1.000,12,2773,0,,,,,,,,no,,,En estudio,media
236,"Iniciativa con Proyecto de Decreto, por el que se adiciona l",2024-10-22,1.000,12,2774,0,,,,,,,,no,,,Precluida,media
237,"Iniciativa con Proyecto de Decreto por el que se reforma el ",2024-10-22,,,,,,,,,,,,,,,Precluida,sin_match
238,"Iniciativa con Proyecto de Decreto por lo que se reforman y ",2024-10-22,1.000,12,2776,0,,,,,,,,no,,,Precluida,media
239,"Iniciativa con Proyecto de Decreto por el que se reforma el ",2024-10-22,1.000,12,2777,0,,,,,,,,no,,,Precluida,media
240,"Iniciativa con Proyecto de Decreto por el que se añade un pá",2024-10-22,1.000,12,2778,0,,,,,,,,no,,,Precluida,media
241,"Iniciativa con Proyecto de Decreto por el que se adiciona un",2024-10-22,1.000,12,2779,0,,,,,,,,no,,,En estudio,media
242,"Iniciativa con Proyecto de Decreto por el que se reforma el ",2024-10-22,1.000,12,2780,0,,,,,,,,no,,,Precluida,media
243,"Iniciativa con Proyecto de Decreto por el que se adiciona el",2024-10-22,1.000,12,2781,0,,,,,,,,no,,,Precluida,media
244,"Iniciativa con Proyecto de Decreto por el que se adicionan l",2024-10-22,1.000,12,2782,0,,,,,,,,no,,,Precluida,media
245,"Iniciativa con Proyecto de Decreto por el que se reforman lo",2024-10-22,1.000,12,2783,0,,,,,,,,no,,,Precluida,media
246,"Iniciativa con proyecto de decreto por el que se reforman y ",2024-10-22,,,,,,,,,,,,,,,Precluida,sin_match
247,"Iniciativa con Proyecto de Decreto por el que se reforman y ",2024-10-22,,,,,,,,,,,,,,,Precluida,sin_match
248,"Iniciativa con Proyecto de Decreto por el que se reforma el ",2024-10-22,1.000,12,2786,0,,,,,,,,no,,,Precluida,media
249,"Iniciativa con Proyecto de Decreto por el que se reforman y ",2024-10-22,1.000,12,2787,0,,,,,,,,no,,,Precluida,media
250,"Iniciativa con Proyecto de Decreto por el que se reforma la ",2024-10-22,1.000,12,2788,0,,,,,,,,no,,,Precluida,media
251,"Iniciativa con Proyecto de Decreto por el que se reforman y ",2024-10-22,1.000,12,2789,0,,,,,,,,no,,,Precluida,media
252,"Iniciativa con Proyecto de Decreto por el que se agrega el i",2024-10-22,1.000,12,2790,0,,,,,,,,no,,,Precluida,media
253,"Iniciativa con Proyecto de Decreto por el que se reforma el ",2024-10-22,1.000,12,2791,0,,,,,,,,no,,,Precluida,media
254,"Iniciativa con Proyecto de Decreto por el que se reforma el ",2024-10-22,1.000,12,2792,0,,,,,,,,no,,,Precluida,media
255,"Iniciativa con Proyecto de Decreto por el que se adiciona el",2024-10-22,1.000,12,2793,0,,,,,,,,no,,,Precluida,media
256,"Iniciativa con Proyecto de Decreto por el que se reforman el",2024-10-22,1.000,12,2794,0,,,,,,,,no,,,En estudio,media
257,"Iniciativa con Proyecto de Decreto por el cual se reforma el",2024-10-22,1.000,12,2795,0,,,,,,,,no,,,Precluida,media
258,"Iniciativa con Proyecto de Decreto por el que se adiciona el",2024-10-22,1.000,12,2796,0,,,,,,,,no,,,Precluida,media
259,"Iniciativa con Proyecto de Decreto por el que se reforman y ",2024-10-22,1.000,12,2797,0,,,,,,,,no,,,Precluida,media
260,"Iniciativa con Proyecto de Decreto por el que se reforman di",2024-10-22,1.000,12,2798,0,,,,,,,,no,,,Precluida,media
261,"Iniciativa con Proyecto de Decreto por el que se reforman la",2024-10-22,1.000,12,2799,0,,,,,,,,no,,,En estudio,media
262,"Iniciativa con Proyecto de Decreto por el que se agrega la f",2024-10-22,1.000,12,2800,0,,,,,,,,no,,,Precluida,media
263,"Iniciativa con Proyecto de Decreto por el que se expide la L",2024-10-22,1.000,12,2801,0,,,,,,,,no,,,En estudio,media
264,"Iniciativa con Proyecto de Decreto por el que se reforma el ",2024-10-22,1.000,12,2802,0,,,,,,,,no,,,Precluida,media
265,"Iniciativa con Proyecto de Decreto por el que se reforma la ",2024-10-22,1.000,12,2803,0,,,,,,,,no,,,Precluida,media
267,"Iniciativa con Proyecto de Decreto por el que se reforma el ",2024-10-22,1.000,12,2805,0,,,,,,,,no,,,Precluida,media
268,"Iniciativa con Proyecto de Decreto por el que se reforma la ",2024-10-22,1.000,12,2806,0,,,,,,,,no,,,Precluida,media
269,"Iniciativa con Proyecto de Decreto por el que se adiciona un",2024-10-22,1.000,12,2807,0,,,,,,,,no,,,Precluida,media
270,"Iniciativa con Proyecto de Decreto por el que se expide la L",2024-10-22,1.000,12,2808,0,,,,,,,,no,,,Precluida,media
271,"Iniciativa con Proyecto de Decreto por el que se reforman y ",2024-10-22,1.000,12,2809,0,,,,,,,,no,,,Precluida,media
272,"Iniciativa con Proyecto de Decreto por el que se reforman la",2024-10-22,1.000,12,2810,0,,,,,,,,no,,,Precluida,media
273,"Iniciativa con Proyecto de Decreto por el que Se agrega la f",2024-10-22,1.000,12,2811,0,,,,,,,,no,,,Precluida,media
274,"Iniciativa con Proyecto de Decreto por el que se reforman lo",2024-10-22,1.000,12,2812,0,,,,,,,,no,,,Precluida,media
275,"Iniciativa con Proyecto de Decreto por el que se reforma el ",2024-10-22,1.000,12,2813,0,,,,,,,,no,,,Precluida,media
276,"Iniciativa con Proyecto de Decreto por el que se agrega el a",2024-10-22,1.000,12,2814,0,,,,,,,,no,,,Precluida,media
277,"Iniciativa con Proyecto de Decreto por el que se reforma la ",2024-10-22,1.000,12,2815,0,,,,,,,,no,,,Precluida,media
278,"Iniciativa con Proyecto de Decreto por el que se deroga la f",2024-10-22,1.000,12,2816,0,,,,,,,,no,,,Precluida,media
279,"Iniciativa con Proyecto de Decreto por el que se agrega un A",2024-10-22,1.000,12,2817,0,,,,,,,,no,,,Precluida,media
280,"Iniciativa con Proyecto de Decreto por el que se crea la Ley",2024-10-22,1.000,12,2818,0,,,,,,,,no,,,Precluida,media
281,"Iniciativa con Proyecto de Decreto por el que adiciona la fr",2024-10-22,1.000,12,2819,0,,,,,,,,no,,,Precluida,media
282,"Iniciativa con Proyecto de Decreto por el que se derogan las",2024-10-22,1.000,12,2820,0,,,,,,,,no,,,Precluida,media
283,"Iniciativa con Proyecto de Decreto por el que se agrega la f",2024-10-22,1.000,12,2821,0,,,,,,,,no,,,Precluida,media
284,"Iniciativa con Proyecto de Decreto por el que se reforman, a",2024-10-22,1.000,12,2822,0,,,,,,,,no,,,Precluida,media
285,"Iniciativa con Proyecto de Decreto por el que se reforma el ",2024-10-22,1.000,12,2823,0,,,,,,,,no,,,Precluida,media
286,"Iniciativa con Proyecto de Decreto por el que se adiciona la",2024-10-22,1.000,12,2824,0,,,,,,,,no,,,Precluida,media
287,"Iniciativa con Proyecto de Decreto por el que se reforman lo",2024-10-22,1.000,12,2825,0,,,,,,,,no,,,Precluida,media
288,"Iniciativa con proyecto de Decreto por el que se reforma la ",2024-10-22,1.000,12,2826,0,,,,,,,,no,,,Precluida,media
289,"Iniciativa con Proyecto de Decreto por el que se adiciona el",2024-10-22,1.000,12,2827,0,,,,,,,,no,,,Precluida,media
290,"Iniciativa con Proyecto de Decreto por el que se adiciona la",2024-10-22,1.000,12,2828,0,,,,,,,,no,,,En estudio,media
291,"Iniciativa con Proyecto de Decreto por el que se reforma la ",2024-10-22,1.000,12,2829,0,,,,,,,,no,,,Precluida,media
292,"Iniciativa con Proyecto de Decreto por el que se reforma el ",2024-10-22,1.000,12,2830,0,,,,,,,,no,,,Precluida,media
293,"Iniciativa que reforma la fracción IX y adiciona la fracción",2024-10-22,1.000,12,2831,0,,,,,,,,no,,,Precluida,media
294,"Iniciativa con Proyecto de Decreto por el que se reforma la ",2024-10-22,1.000,12,2832,0,,,,,,,,no,,,Precluida,media
295,"Iniciativa con Proyecto de Decreto por el que se adiciona la",2024-10-22,1.000,12,2833,0,,,,,,,,no,,,Precluida,media
296,"Iniciativa con Proyecto de Decreto por el que se adicionan l",2024-10-22,1.000,12,2834,0,,,,,,,,no,,,Precluida,media
297,"Iniciativa con Proyecto de Decreto por el que se adiciona la",2024-10-22,1.000,12,2835,0,,,,,,,,no,,,Precluida,media
298,"Iniciativa con Proyecto de Decreto por el que se adiciona un",2024-10-22,1.000,12,2836,0,,,,,,,,no,,,Precluida,media
299,"Iniciativa con Proyecto de Decreto por el que se agrega la f",2024-10-22,1.000,12,2837,0,,,,,,,,no,,,Precluida,media
300,"Iniciativa con Proyecto de Decreto por el que se reforman y ",2024-10-22,1.000,12,2838,0,,,,,,,,no,,,Precluida,media
301,"Iniciativa con Proyecto de Decreto por el que se reforman lo",2024-10-22,1.000,12,2839,0,,,,,,,,no,,,Precluida,media
302,"Iniciativa con Proyecto de Decreto por el que se Expide la L",2024-10-22,1.000,12,2840,0,,,,,,,,no,,,Precluida,media
303,"Iniciativa con por el que se reforma el párrafo dieciocho de",2024-10-22,1.000,12,2841,0,,,,,,,,no,,,Precluida,media
304,"Iniciativa con Proyecto de Decreto por el que se añade una f",2024-10-22,1.000,12,2842,0,,,,,,,,no,,,Precluida,media
305,"Iniciativa con Proyecto de Decreto por el que se adiciona el",2024-10-22,1.000,12,2843,0,,,,,,,,no,,,Precluida,media
306,"Iniciativa con Proyecto de Decreto por el que se adiciona la",2024-10-22,1.000,12,2844,0,,,,,,,,no,,,Precluida,media
307,"Iniciativa con Proyecto de Decreto por el que se reforman la",2024-10-22,1.000,12,2845,0,,,,,,,,no,,,Precluida,media
308,"Iniciativa con Proyecto de Decreto por el que se reforma la ",2024-10-22,1.000,12,2846,0,,,,,,,,no,,,Precluida,media
309,"Iniciativa con Proyecto de Decreto por el que se reforma el ",2024-10-22,1.000,12,2847,0,,,,,,,,no,,,En estudio,media
310,"Iniciativa con Proyecto de Decreto por el que se adiciona la",2024-10-22,1.000,12,2848,0,,,,,,,,no,,,Precluida,media
311,"Iniciativa con Proyecto de Decreto por el que se reforma la ",2024-10-22,1.000,12,2849,0,,,,,,,,no,,,Precluida,media
312,"Iniciativa con Proyecto de Decreto por el que se reforma la ",2024-10-22,1.000,12,2850,0,,,,,,,,no,,,Precluida,media
313,"Iniciativa con Proyecto de Decreto por el que se reforma la ",2024-10-22,1.000,12,2851,0,,,,,,,,no,,,Precluida,media
314,"Iniciativa con Proyecto de Decreto por el que se reforma el ",2024-10-22,1.000,12,2852,0,,,,,,,,no,,,Precluida,media
315,"Iniciativa con Proyecto de Decreto por el que se reforman y ",2024-10-22,1.000,12,2853,0,,,,,,2025-06-05,,no,,,Precluida,media
316,"Iniciativa con Proyecto de Decreto por el que se adiciona el",2024-10-22,1.000,12,2854,0,,,,,,,,no,,,En estudio,media
317,"Iniciativa con Proyecto de Decreto por el que se expide la L",2024-10-22,1.000,12,2855,0,,,,,,,,no,,,En estudio,media
318,"Iniciativa con Proyecto de Decreto por el que se adicionan d",2024-10-22,1.000,12,2856,0,,,,,,,,no,,,En estudio,media
319,"Iniciativa de Decreto por el que se autoriza al H. Ayuntamie",2024-10-22,1.000,12,3221,1,directo,,2137,Comisión,2025-04-09,2025-04-09,1,no,,2025-04-30,Aprobada,alta
320,"Iniciativa de Decreto por el que se autoriza al H. Ayuntamie",2024-10-22,1.000,12,2857,0,,,,,,,,no,,,En estudio,media
321,"Iniciativa de Decreto por el que se autoriza al Organismo Pú",2024-10-22,1.000,12,2858,0,,,,,,,,no,,,En estudio,media
323,"Iniciativa de Decreto por el que se reforman, adicionan y de",2024-10-22,1.000,12,2859,0,,,,,,,,no,,,En estudio,media
325,"Iniciativa de Decreto por el que se crea el Organismo Públic",2024-10-22,1.000,12,2860,0,,,,,,,,no,,,En estudio,media
326,"Iniciativa de Decreto por el que se crea el Organismo Públic",2021-10-28,,,,,,,,,,,,,,,En estudio,sin_match
327,"Iniciativa de Decreto que reforma diversos Libros, Títulos, ",2024-10-22,1.000,12,2862,0,,,,,,,,no,,,En estudio,media
328,"Iniciativa con Proyecto de Decreto por la que se reforma el ",2024-10-29,0.700,13,92,0,,,,,,,,no,,,En estudio,media
329,"Iniciativa con Proyecto de Decreto que reforma el artículo 8",2024-10-29,0.719,13,93,0,,,,,,,,no,,,En estudio,media
330,"Iniciativa con Proyecto de Decreto por el que se reforma la ",2024-10-29,,,,,,,,,,,,,,,En estudio,sin_match
331,"Iniciativa con Proyecto de Decreto por el que se reforma la ",2024-10-29,,,,,,,,,,,,,,2026-04-22,Aprobada,sin_match
333,"Iniciativa de Decreto por el que se reforman diversas dispos",2024-10-29,0.610,13,97,2,expediente,122,1417,Comisión,2025-02-07,2025-02-07,1,no,,2025-02-19,Aprobada,alta
334,"Iniciativa con Proyecto de Decreto para reformar y adicionar",2024-10-29,0.718,13,98,0,,,,,,,,no,,,En estudio,media
335,"Iniciativa con Proyecto de Decreto por el que se adiciona la",2024-10-29,0.774,13,99,0,,,,,,,,no,,,En estudio,media
336,"Iniciativa con Proyecto de Decreto por el que se reforma el ",2024-10-29,0.669,13,100,0,,,,,,,,no,,,En estudio,media
337,"Iniciativa con Proyecto de Decreto por el que se reforman y ",2024-11-05,0.593,15,115,0,,,,,,,,no,,,En estudio,media
338,"Iniciativa con Proyecto de Decreto que se reforma el Capítul",2024-11-05,0.679,15,116,1,directo,,2143,Comisión,2025-04-11,2025-04-11,1,no,,2025-11-12,Aprobada,alta
339,"Iniciativa con Proyecto de reforma al Código para la Biodive",2024-11-05,0.447,15,117,0,,,,,,,,no,,,En estudio,baja
340,"Iniciativa con Proyecto de Decreto por la que se reforman di",2024-11-05,,,,,,,,,,,,,,2025-05-07,Aprobada,sin_match
341,"Iniciativa con Proyecto de Decreto por el que se adicionan l",2024-11-05,0.623,15,119,1,directo,,2195,Comisión,2025-06-12,2025-06-12,1,no,,2025-06-26,Aprobada,alta
342,"Iniciativa con Proyecto de Decreto que reforma el artículo 6",2024-11-05,0.492,15,120,0,,,,,,,,no,,,En estudio,baja
343,"Iniciativa con Proyecto de Decreto por el que se expide la L",2024-11-05,0.617,15,121,3,expediente,,1952,Comisión,2024-11-06,,2,no,,,En estudio,baja
347,"Iniciativa con Proyecto de Decreto por el que se adiciona un",2024-11-12,0.634,16,133,2,directo,,2242,Comisión,2025-08-14,2025-08-14,1,no,,2025-09-02,Aprobada,alta
348,"Iniciativa con proyecto de Decreto por el que se reforman y ",2024-11-12,0.671,16,134,1,expediente,,2603,Comisión,2025-06-11,,2,no,,,En estudio,baja
349,"Iniciativa con Proyecto de Decreto al Congreso de la Unión p",2024-11-12,0.556,16,135,1,expediente,,2057,Comisión,2025-01-20,,2,no,,2024-11-12,Aprobada,baja
350,"Iniciativa con Proyecto de Decreto que reforma la Ley Orgáni",2024-11-12,0.482,16,136,3,directo,,2393,Comisión,2025-11-13,2025-11-13,1,no,,2026-04-09,Aprobada,alta
351,"Iniciativa con Proyecto de Decreto por el que se reforman el",2024-11-12,0.545,16,137,2,expediente,,1059,Sesión,2025-11-05,,3,no,,,En estudio,baja
352,"Iniciativa con Proyecto de Decreto por el que se reforma la ",2024-11-12,0.660,16,138,2,expediente,128,3125,Comisión,2026-04-21,2026-04-08,2,no,,2026-04-22,Aprobada,baja
353,"Iniciativa con Proyecto de Decreto por el que se reforman y ",2024-11-12,0.566,16,139,3,expediente,122,1417,Comisión,2025-02-07,2025-02-07,1,no,,2025-02-19,Aprobada,alta
354,"Iniciativa de Decreto por el que se reforman diversas dispos",2024-11-12,0.452,16,140,1,expediente,,2219,Comisión,2025-06-23,,2,no,,,En estudio,baja
355,"Iniciativa con Proyecto de Decreto que adiciona la fracción ",2024-11-12,,,,,,,,,,,,,,,En estudio,sin_match
356,"Iniciativa con Proyecto de Decreto por el que se adicionan u",2024-11-12,0.800,16,142,1,expediente,,2683,Comisión,2026-03-12,,2,no,,,En estudio,baja
357,"Iniciativa con Proyecto de Decreto por el que se reforman y ",2024-11-12,,,,,,,,,,,,,,,En estudio,sin_match
358,"Iniciativa con Proyecto de Decreto por el que se adiciona un",2024-11-12,0.603,16,144,1,expediente,,2478,Comisión,2025-12-09,,2,no,,,En estudio,baja
359,"Iniciativa con Proyecto de Decreto por el que se reforma la ",2024-11-12,0.754,16,145,1,expediente,,1722,Comisión,2026-02-26,,2,no,,,En estudio,baja
360,"Iniciativa de Decreto por el que se propone terna de ciudada",2024-11-12,0.900,16,156,0,,,,,,,,no,,2024-11-12,Aprobada,media
361,"Iniciativa de Decreto por la que se autoriza al H. Ayuntamie",2024-11-19,0.930,18,159,1,directo,,1975,Comisión,2024-11-26,2024-11-26,1,no,,2024-12-03,Aprobada,alta
362,"Iniciativa de Decreto por el que se autoriza al H. Ayuntamie",2024-11-19,0.919,18,160,1,directo,,1986,Comisión,2024-11-28,2024-11-28,1,no,,2024-12-03,Aprobada,alta
363,"Iniciativa de Decreto por el que se aprueba el Convenio Amis",2024-11-19,0.843,18,161,1,directo,,1977,Comisión,2024-11-26,2024-11-26,1,no,,2024-12-05,Aprobada,alta
364,"Iniciativa de Decreto por el que se reforman diversas dispos",2024-11-19,0.855,18,162,1,directo,,1988,Comisión,2024-11-28,2024-11-28,1,no,,2024-12-05,Aprobada,alta
384,"Iniciativa con Proyecto de Decreto por el que se reforman y ",2024-11-19,0.531,18,165,0,,,,,,2024-12-18,,no,,,En estudio,media
385,"Iniciativa con Proyecto de Decreto por la que se declara el ",2024-11-19,0.665,18,166,1,directo,,2247,Comisión,2025-08-21,2025-08-21,2,no,,2025-09-10,Aprobada,alta
386,"Iniciativa de Decreto por la que se adiciona un párrafo terc",2024-11-19,0.466,18,167,0,,,,,,,,no,,,En estudio,baja
387,"Iniciativa con Proyecto de Decreto por el que se derogan div",2024-11-19,,,,,,,,,,,,,,,En estudio,sin_match
389,"Iniciativa con Proyecto de Decreto que reforma los párrafos ",2024-11-19,0.720,18,170,1,directo,,2945,Comisión,2026-03-17,2026-03-17,1,no,,,En estudio,alta
390,"Iniciativa con Proyecto de Decreto por el que se reforman y ",2024-11-19,,,,,,,,,,,,,,,En estudio,sin_match
391,"Iniciativa con Proyecto de Decreto por la que se adiciona la",2024-11-19,0.375,18,172,0,,,,,,,,no,,,Precluida,baja
392,"Iniciativa con Proyecto de Decreto que se reforma el artícul",2024-11-19,0.503,18,173,0,,,,,,,,no,,,En estudio,media
396,"Iniciativa con Proyecto de Decreto por el que se expide la L",2024-11-25,0.428,19,190,0,,,,,,,,no,,,En estudio,baja
397,"Iniciativa con Proyecto de Decreto por el que se adiciona un",2024-11-25,0.504,19,191,0,,,,,,,,no,,,En estudio,media
398,"Iniciativa con Proyecto de Decreto por el que se reforman y ",2024-11-25,0.512,19,192,0,,,,,,,,no,,,En estudio,media
399,"Iniciativa con proyecto de Decreto por el que se adicionan d",2024-11-25,0.466,19,193,0,,,,,,,,no,,,En estudio,baja
400,"Iniciativa con Proyecto de Decreto por el que se reforman la",2024-11-25,0.362,19,194,0,,,,,,,,no,,2024-11-25,Aprobada,baja
401,"Iniciativa de Decreto para designar 4 representantes propiet",2024-11-25,0.708,19,195,0,,,,,,,,no,,2024-11-25,Aprobada,media
402,"Iniciativa de decreto por el que se designan representantes ",2024-11-25,0.657,19,196,0,,,,,,,,no,,2024-11-25,Aprobada,media
403,"Iniciativa de Decreto para designar representantes de la Leg",2024-11-25,0.669,19,197,0,,,,,,,,no,,2024-11-25,Aprobada,media
404,"Iniciativa de Decreto por el que se reforman y adicionan div",2024-11-25,0.689,19,198,1,directo,,2030,Comisión,2024-12-16,2024-12-16,1,no,,2024-12-19,Aprobada,alta
405,"Iniciativa de Decreto por el que se autoriza al Poder Ejecut",2024-11-28,,,,,,,,,,,,,,2024-12-03,Aprobada,sin_match
406,"Iniciativa de Decreto por el que se autoriza al Poder Ejecut",2024-11-28,,,,,,,,,,,,,,2024-12-03,Aprobada,sin_match
407,"Iniciativa de Decreto por el que se autoriza al Poder Ejecut",2024-11-28,,,,,,,,,,,,,,2024-12-03,Aprobada,sin_match
408,"Iniciativa de Decreto por el que se autoriza al Poder Ejecut",2024-11-28,,,,,,,,,,,,,,2024-12-03,Aprobada,sin_match
409,"Iniciativa de Decreto por el que se autoriza al Poder Ejecut",2024-11-28,,,,,,,,,,,,,,2024-12-03,Aprobada,sin_match
410,"Iniciativa de Decreto por el que se autoriza al Poder Ejecut",2024-11-28,,,,,,,,,,,,,,2024-12-03,Aprobada,sin_match
